#i;ra;ec;corners
1851;1.660000e+02;-6.400000e+01;[[164.000000, -66.000000], [168.000000,-66.000000], [168.000000,-62.000000], [164.000000, -62.000000]]
1852;1.660000e+02;-6.000000e+01;[[164.000000, -62.000000], [168.000000,-62.000000], [168.000000,-58.000000], [164.000000, -58.000000]]
1853;1.660000e+02;-5.600000e+01;[[164.000000, -58.000000], [168.000000,-58.000000], [168.000000,-54.000000], [164.000000, -54.000000]]
1854;1.660000e+02;-5.200000e+01;[[164.000000, -54.000000], [168.000000,-54.000000], [168.000000,-50.000000], [164.000000, -50.000000]]
1855;1.660000e+02;-4.800000e+01;[[164.000000, -50.000000], [168.000000,-50.000000], [168.000000,-46.000000], [164.000000, -46.000000]]
1856;1.660000e+02;-4.400000e+01;[[164.000000, -46.000000], [168.000000,-46.000000], [168.000000,-42.000000], [164.000000, -42.000000]]
1857;1.660000e+02;-4.000000e+01;[[164.000000, -42.000000], [168.000000,-42.000000], [168.000000,-38.000000], [164.000000, -38.000000]]
1858;1.660000e+02;-3.600000e+01;[[164.000000, -38.000000], [168.000000,-38.000000], [168.000000,-34.000000], [164.000000, -34.000000]]
1859;1.660000e+02;-3.200000e+01;[[164.000000, -34.000000], [168.000000,-34.000000], [168.000000,-30.000000], [164.000000, -30.000000]]
1860;1.660000e+02;-2.800000e+01;[[164.000000, -30.000000], [168.000000,-30.000000], [168.000000,-26.000000], [164.000000, -26.000000]]
1861;1.660000e+02;-2.400000e+01;[[164.000000, -26.000000], [168.000000,-26.000000], [168.000000,-22.000000], [164.000000, -22.000000]]
1862;1.660000e+02;-2.000000e+01;[[164.000000, -22.000000], [168.000000,-22.000000], [168.000000,-18.000000], [164.000000, -18.000000]]
1863;1.660000e+02;-1.600000e+01;[[164.000000, -18.000000], [168.000000,-18.000000], [168.000000,-14.000000], [164.000000, -14.000000]]
1864;1.660000e+02;-1.200000e+01;[[164.000000, -14.000000], [168.000000,-14.000000], [168.000000,-10.000000], [164.000000, -10.000000]]
1865;1.660000e+02;-8.000000e+00;[[164.000000, -10.000000], [168.000000,-10.000000], [168.000000,-6.000000], [164.000000, -6.000000]]
1866;1.660000e+02;-4.000000e+00;[[164.000000, -6.000000], [168.000000,-6.000000], [168.000000,-2.000000], [164.000000, -2.000000]]
1867;1.660000e+02;0.000000e+00;[[164.000000, -2.000000], [168.000000,-2.000000], [168.000000,2.000000], [164.000000, 2.000000]]
1868;1.660000e+02;4.000000e+00;[[164.000000, 2.000000], [168.000000,2.000000], [168.000000,6.000000], [164.000000, 6.000000]]
1869;1.660000e+02;8.000000e+00;[[164.000000, 6.000000], [168.000000,6.000000], [168.000000,10.000000], [164.000000, 10.000000]]
1870;1.660000e+02;1.200000e+01;[[164.000000, 10.000000], [168.000000,10.000000], [168.000000,14.000000], [164.000000, 14.000000]]
1871;1.660000e+02;1.600000e+01;[[164.000000, 14.000000], [168.000000,14.000000], [168.000000,18.000000], [164.000000, 18.000000]]
1872;1.660000e+02;2.000000e+01;[[164.000000, 18.000000], [168.000000,18.000000], [168.000000,22.000000], [164.000000, 22.000000]]
1873;1.660000e+02;2.400000e+01;[[164.000000, 22.000000], [168.000000,22.000000], [168.000000,26.000000], [164.000000, 26.000000]]
1874;1.660000e+02;2.800000e+01;[[164.000000, 26.000000], [168.000000,26.000000], [168.000000,30.000000], [164.000000, 30.000000]]
1875;1.660000e+02;3.200000e+01;[[164.000000, 30.000000], [168.000000,30.000000], [168.000000,34.000000], [164.000000, 34.000000]]
1876;1.660000e+02;3.600000e+01;[[164.000000, 34.000000], [168.000000,34.000000], [168.000000,38.000000], [164.000000, 38.000000]]
1877;1.660000e+02;4.000000e+01;[[164.000000, 38.000000], [168.000000,38.000000], [168.000000,42.000000], [164.000000, 42.000000]]
1878;1.660000e+02;4.400000e+01;[[164.000000, 42.000000], [168.000000,42.000000], [168.000000,46.000000], [164.000000, 46.000000]]
1879;1.660000e+02;4.800000e+01;[[164.000000, 46.000000], [168.000000,46.000000], [168.000000,50.000000], [164.000000, 50.000000]]
1880;1.660000e+02;5.200000e+01;[[164.000000, 50.000000], [168.000000,50.000000], [168.000000,54.000000], [164.000000, 54.000000]]
1881;1.660000e+02;5.600000e+01;[[164.000000, 54.000000], [168.000000,54.000000], [168.000000,58.000000], [164.000000, 58.000000]]
1882;1.660000e+02;6.000000e+01;[[164.000000, 58.000000], [168.000000,58.000000], [168.000000,62.000000], [164.000000, 62.000000]]
1883;1.660000e+02;6.400000e+01;[[164.000000, 62.000000], [168.000000,62.000000], [168.000000,66.000000], [164.000000, 66.000000]]
1884;1.660000e+02;6.800000e+01;[[164.000000, 66.000000], [168.000000,66.000000], [168.000000,70.000000], [164.000000, 70.000000]]
1885;1.660000e+02;7.200000e+01;[[164.000000, 70.000000], [168.000000,70.000000], [168.000000,74.000000], [164.000000, 74.000000]]
1886;1.660000e+02;7.600000e+01;[[164.000000, 74.000000], [168.000000,74.000000], [168.000000,78.000000], [164.000000, 78.000000]]
1887;1.660000e+02;8.000000e+01;[[164.000000, 78.000000], [168.000000,78.000000], [168.000000,82.000000], [164.000000, 82.000000]]
1888;1.660000e+02;8.400000e+01;[[164.000000, 82.000000], [168.000000,82.000000], [168.000000,86.000000], [164.000000, 86.000000]]
1889;1.660000e+02;8.800000e+01;[[164.000000, 86.000000], [168.000000,86.000000], [168.000000,90.000000], [164.000000, 90.000000]]
1890;1.700000e+02;-8.800000e+01;[[168.000000, -90.000000], [172.000000,-90.000000], [172.000000,-86.000000], [168.000000, -86.000000]]
1891;1.700000e+02;-8.400000e+01;[[168.000000, -86.000000], [172.000000,-86.000000], [172.000000,-82.000000], [168.000000, -82.000000]]
1892;1.700000e+02;-8.000000e+01;[[168.000000, -82.000000], [172.000000,-82.000000], [172.000000,-78.000000], [168.000000, -78.000000]]
1893;1.700000e+02;-7.600000e+01;[[168.000000, -78.000000], [172.000000,-78.000000], [172.000000,-74.000000], [168.000000, -74.000000]]
1894;1.700000e+02;-7.200000e+01;[[168.000000, -74.000000], [172.000000,-74.000000], [172.000000,-70.000000], [168.000000, -70.000000]]
1895;1.700000e+02;-6.800000e+01;[[168.000000, -70.000000], [172.000000,-70.000000], [172.000000,-66.000000], [168.000000, -66.000000]]
1896;1.700000e+02;-6.400000e+01;[[168.000000, -66.000000], [172.000000,-66.000000], [172.000000,-62.000000], [168.000000, -62.000000]]
1897;1.700000e+02;-6.000000e+01;[[168.000000, -62.000000], [172.000000,-62.000000], [172.000000,-58.000000], [168.000000, -58.000000]]
1898;1.700000e+02;-5.600000e+01;[[168.000000, -58.000000], [172.000000,-58.000000], [172.000000,-54.000000], [168.000000, -54.000000]]
1899;1.700000e+02;-5.200000e+01;[[168.000000, -54.000000], [172.000000,-54.000000], [172.000000,-50.000000], [168.000000, -50.000000]]
1900;1.700000e+02;-4.800000e+01;[[168.000000, -50.000000], [172.000000,-50.000000], [172.000000,-46.000000], [168.000000, -46.000000]]
1901;1.700000e+02;-4.400000e+01;[[168.000000, -46.000000], [172.000000,-46.000000], [172.000000,-42.000000], [168.000000, -42.000000]]
1902;1.700000e+02;-4.000000e+01;[[168.000000, -42.000000], [172.000000,-42.000000], [172.000000,-38.000000], [168.000000, -38.000000]]
1903;1.700000e+02;-3.600000e+01;[[168.000000, -38.000000], [172.000000,-38.000000], [172.000000,-34.000000], [168.000000, -34.000000]]
1904;1.700000e+02;-3.200000e+01;[[168.000000, -34.000000], [172.000000,-34.000000], [172.000000,-30.000000], [168.000000, -30.000000]]
1905;1.700000e+02;-2.800000e+01;[[168.000000, -30.000000], [172.000000,-30.000000], [172.000000,-26.000000], [168.000000, -26.000000]]
1906;1.700000e+02;-2.400000e+01;[[168.000000, -26.000000], [172.000000,-26.000000], [172.000000,-22.000000], [168.000000, -22.000000]]
1907;1.700000e+02;-2.000000e+01;[[168.000000, -22.000000], [172.000000,-22.000000], [172.000000,-18.000000], [168.000000, -18.000000]]
1908;1.700000e+02;-1.600000e+01;[[168.000000, -18.000000], [172.000000,-18.000000], [172.000000,-14.000000], [168.000000, -14.000000]]
1909;1.700000e+02;-1.200000e+01;[[168.000000, -14.000000], [172.000000,-14.000000], [172.000000,-10.000000], [168.000000, -10.000000]]
1910;1.700000e+02;-8.000000e+00;[[168.000000, -10.000000], [172.000000,-10.000000], [172.000000,-6.000000], [168.000000, -6.000000]]
1911;1.700000e+02;-4.000000e+00;[[168.000000, -6.000000], [172.000000,-6.000000], [172.000000,-2.000000], [168.000000, -2.000000]]
1912;1.700000e+02;0.000000e+00;[[168.000000, -2.000000], [172.000000,-2.000000], [172.000000,2.000000], [168.000000, 2.000000]]
1913;1.700000e+02;4.000000e+00;[[168.000000, 2.000000], [172.000000,2.000000], [172.000000,6.000000], [168.000000, 6.000000]]
1914;1.700000e+02;8.000000e+00;[[168.000000, 6.000000], [172.000000,6.000000], [172.000000,10.000000], [168.000000, 10.000000]]
1915;1.700000e+02;1.200000e+01;[[168.000000, 10.000000], [172.000000,10.000000], [172.000000,14.000000], [168.000000, 14.000000]]
1916;1.700000e+02;1.600000e+01;[[168.000000, 14.000000], [172.000000,14.000000], [172.000000,18.000000], [168.000000, 18.000000]]
1917;1.700000e+02;2.000000e+01;[[168.000000, 18.000000], [172.000000,18.000000], [172.000000,22.000000], [168.000000, 22.000000]]
1918;1.700000e+02;2.400000e+01;[[168.000000, 22.000000], [172.000000,22.000000], [172.000000,26.000000], [168.000000, 26.000000]]
1919;1.700000e+02;2.800000e+01;[[168.000000, 26.000000], [172.000000,26.000000], [172.000000,30.000000], [168.000000, 30.000000]]
1920;1.700000e+02;3.200000e+01;[[168.000000, 30.000000], [172.000000,30.000000], [172.000000,34.000000], [168.000000, 34.000000]]
1921;1.700000e+02;3.600000e+01;[[168.000000, 34.000000], [172.000000,34.000000], [172.000000,38.000000], [168.000000, 38.000000]]
1922;1.700000e+02;4.000000e+01;[[168.000000, 38.000000], [172.000000,38.000000], [172.000000,42.000000], [168.000000, 42.000000]]
1923;1.700000e+02;4.400000e+01;[[168.000000, 42.000000], [172.000000,42.000000], [172.000000,46.000000], [168.000000, 46.000000]]
1924;1.700000e+02;4.800000e+01;[[168.000000, 46.000000], [172.000000,46.000000], [172.000000,50.000000], [168.000000, 50.000000]]
1925;1.700000e+02;5.200000e+01;[[168.000000, 50.000000], [172.000000,50.000000], [172.000000,54.000000], [168.000000, 54.000000]]
1926;1.700000e+02;5.600000e+01;[[168.000000, 54.000000], [172.000000,54.000000], [172.000000,58.000000], [168.000000, 58.000000]]
1927;1.700000e+02;6.000000e+01;[[168.000000, 58.000000], [172.000000,58.000000], [172.000000,62.000000], [168.000000, 62.000000]]
1928;1.700000e+02;6.400000e+01;[[168.000000, 62.000000], [172.000000,62.000000], [172.000000,66.000000], [168.000000, 66.000000]]
1929;1.700000e+02;6.800000e+01;[[168.000000, 66.000000], [172.000000,66.000000], [172.000000,70.000000], [168.000000, 70.000000]]
1930;1.700000e+02;7.200000e+01;[[168.000000, 70.000000], [172.000000,70.000000], [172.000000,74.000000], [168.000000, 74.000000]]
1931;1.700000e+02;7.600000e+01;[[168.000000, 74.000000], [172.000000,74.000000], [172.000000,78.000000], [168.000000, 78.000000]]
1932;1.700000e+02;8.000000e+01;[[168.000000, 78.000000], [172.000000,78.000000], [172.000000,82.000000], [168.000000, 82.000000]]
1933;1.700000e+02;8.400000e+01;[[168.000000, 82.000000], [172.000000,82.000000], [172.000000,86.000000], [168.000000, 86.000000]]
1934;1.700000e+02;8.800000e+01;[[168.000000, 86.000000], [172.000000,86.000000], [172.000000,90.000000], [168.000000, 90.000000]]
1935;1.740000e+02;-8.800000e+01;[[172.000000, -90.000000], [176.000000,-90.000000], [176.000000,-86.000000], [172.000000, -86.000000]]
1936;1.740000e+02;-8.400000e+01;[[172.000000, -86.000000], [176.000000,-86.000000], [176.000000,-82.000000], [172.000000, -82.000000]]
1937;1.740000e+02;-8.000000e+01;[[172.000000, -82.000000], [176.000000,-82.000000], [176.000000,-78.000000], [172.000000, -78.000000]]
1938;1.740000e+02;-7.600000e+01;[[172.000000, -78.000000], [176.000000,-78.000000], [176.000000,-74.000000], [172.000000, -74.000000]]
1939;1.740000e+02;-7.200000e+01;[[172.000000, -74.000000], [176.000000,-74.000000], [176.000000,-70.000000], [172.000000, -70.000000]]
1940;1.740000e+02;-6.800000e+01;[[172.000000, -70.000000], [176.000000,-70.000000], [176.000000,-66.000000], [172.000000, -66.000000]]
1941;1.740000e+02;-6.400000e+01;[[172.000000, -66.000000], [176.000000,-66.000000], [176.000000,-62.000000], [172.000000, -62.000000]]
1942;1.740000e+02;-6.000000e+01;[[172.000000, -62.000000], [176.000000,-62.000000], [176.000000,-58.000000], [172.000000, -58.000000]]
1943;1.740000e+02;-5.600000e+01;[[172.000000, -58.000000], [176.000000,-58.000000], [176.000000,-54.000000], [172.000000, -54.000000]]
1944;1.740000e+02;-5.200000e+01;[[172.000000, -54.000000], [176.000000,-54.000000], [176.000000,-50.000000], [172.000000, -50.000000]]
1945;1.740000e+02;-4.800000e+01;[[172.000000, -50.000000], [176.000000,-50.000000], [176.000000,-46.000000], [172.000000, -46.000000]]
1946;1.740000e+02;-4.400000e+01;[[172.000000, -46.000000], [176.000000,-46.000000], [176.000000,-42.000000], [172.000000, -42.000000]]
1947;1.740000e+02;-4.000000e+01;[[172.000000, -42.000000], [176.000000,-42.000000], [176.000000,-38.000000], [172.000000, -38.000000]]
1948;1.740000e+02;-3.600000e+01;[[172.000000, -38.000000], [176.000000,-38.000000], [176.000000,-34.000000], [172.000000, -34.000000]]
1949;1.740000e+02;-3.200000e+01;[[172.000000, -34.000000], [176.000000,-34.000000], [176.000000,-30.000000], [172.000000, -30.000000]]
1950;1.740000e+02;-2.800000e+01;[[172.000000, -30.000000], [176.000000,-30.000000], [176.000000,-26.000000], [172.000000, -26.000000]]
1951;1.740000e+02;-2.400000e+01;[[172.000000, -26.000000], [176.000000,-26.000000], [176.000000,-22.000000], [172.000000, -22.000000]]
1952;1.740000e+02;-2.000000e+01;[[172.000000, -22.000000], [176.000000,-22.000000], [176.000000,-18.000000], [172.000000, -18.000000]]
1953;1.740000e+02;-1.600000e+01;[[172.000000, -18.000000], [176.000000,-18.000000], [176.000000,-14.000000], [172.000000, -14.000000]]
1954;1.740000e+02;-1.200000e+01;[[172.000000, -14.000000], [176.000000,-14.000000], [176.000000,-10.000000], [172.000000, -10.000000]]
1955;1.740000e+02;-8.000000e+00;[[172.000000, -10.000000], [176.000000,-10.000000], [176.000000,-6.000000], [172.000000, -6.000000]]
1956;1.740000e+02;-4.000000e+00;[[172.000000, -6.000000], [176.000000,-6.000000], [176.000000,-2.000000], [172.000000, -2.000000]]
1957;1.740000e+02;0.000000e+00;[[172.000000, -2.000000], [176.000000,-2.000000], [176.000000,2.000000], [172.000000, 2.000000]]
1958;1.740000e+02;4.000000e+00;[[172.000000, 2.000000], [176.000000,2.000000], [176.000000,6.000000], [172.000000, 6.000000]]
1959;1.740000e+02;8.000000e+00;[[172.000000, 6.000000], [176.000000,6.000000], [176.000000,10.000000], [172.000000, 10.000000]]
1960;1.740000e+02;1.200000e+01;[[172.000000, 10.000000], [176.000000,10.000000], [176.000000,14.000000], [172.000000, 14.000000]]
1961;1.740000e+02;1.600000e+01;[[172.000000, 14.000000], [176.000000,14.000000], [176.000000,18.000000], [172.000000, 18.000000]]
1962;1.740000e+02;2.000000e+01;[[172.000000, 18.000000], [176.000000,18.000000], [176.000000,22.000000], [172.000000, 22.000000]]
1963;1.740000e+02;2.400000e+01;[[172.000000, 22.000000], [176.000000,22.000000], [176.000000,26.000000], [172.000000, 26.000000]]
1964;1.740000e+02;2.800000e+01;[[172.000000, 26.000000], [176.000000,26.000000], [176.000000,30.000000], [172.000000, 30.000000]]
1965;1.740000e+02;3.200000e+01;[[172.000000, 30.000000], [176.000000,30.000000], [176.000000,34.000000], [172.000000, 34.000000]]
1966;1.740000e+02;3.600000e+01;[[172.000000, 34.000000], [176.000000,34.000000], [176.000000,38.000000], [172.000000, 38.000000]]
1967;1.740000e+02;4.000000e+01;[[172.000000, 38.000000], [176.000000,38.000000], [176.000000,42.000000], [172.000000, 42.000000]]
1968;1.740000e+02;4.400000e+01;[[172.000000, 42.000000], [176.000000,42.000000], [176.000000,46.000000], [172.000000, 46.000000]]
1969;1.740000e+02;4.800000e+01;[[172.000000, 46.000000], [176.000000,46.000000], [176.000000,50.000000], [172.000000, 50.000000]]
1970;1.740000e+02;5.200000e+01;[[172.000000, 50.000000], [176.000000,50.000000], [176.000000,54.000000], [172.000000, 54.000000]]
1971;1.740000e+02;5.600000e+01;[[172.000000, 54.000000], [176.000000,54.000000], [176.000000,58.000000], [172.000000, 58.000000]]
1972;1.740000e+02;6.000000e+01;[[172.000000, 58.000000], [176.000000,58.000000], [176.000000,62.000000], [172.000000, 62.000000]]
1973;1.740000e+02;6.400000e+01;[[172.000000, 62.000000], [176.000000,62.000000], [176.000000,66.000000], [172.000000, 66.000000]]
1974;1.740000e+02;6.800000e+01;[[172.000000, 66.000000], [176.000000,66.000000], [176.000000,70.000000], [172.000000, 70.000000]]
1975;1.740000e+02;7.200000e+01;[[172.000000, 70.000000], [176.000000,70.000000], [176.000000,74.000000], [172.000000, 74.000000]]
1976;1.740000e+02;7.600000e+01;[[172.000000, 74.000000], [176.000000,74.000000], [176.000000,78.000000], [172.000000, 78.000000]]
1977;1.740000e+02;8.000000e+01;[[172.000000, 78.000000], [176.000000,78.000000], [176.000000,82.000000], [172.000000, 82.000000]]
1978;1.740000e+02;8.400000e+01;[[172.000000, 82.000000], [176.000000,82.000000], [176.000000,86.000000], [172.000000, 86.000000]]
1979;1.740000e+02;8.800000e+01;[[172.000000, 86.000000], [176.000000,86.000000], [176.000000,90.000000], [172.000000, 90.000000]]
1980;1.780000e+02;-8.800000e+01;[[176.000000, -90.000000], [180.000000,-90.000000], [180.000000,-86.000000], [176.000000, -86.000000]]
1981;1.780000e+02;-8.400000e+01;[[176.000000, -86.000000], [180.000000,-86.000000], [180.000000,-82.000000], [176.000000, -82.000000]]
1982;1.780000e+02;-8.000000e+01;[[176.000000, -82.000000], [180.000000,-82.000000], [180.000000,-78.000000], [176.000000, -78.000000]]
1983;1.780000e+02;-7.600000e+01;[[176.000000, -78.000000], [180.000000,-78.000000], [180.000000,-74.000000], [176.000000, -74.000000]]
1984;1.780000e+02;-7.200000e+01;[[176.000000, -74.000000], [180.000000,-74.000000], [180.000000,-70.000000], [176.000000, -70.000000]]
1985;1.780000e+02;-6.800000e+01;[[176.000000, -70.000000], [180.000000,-70.000000], [180.000000,-66.000000], [176.000000, -66.000000]]
1986;1.780000e+02;-6.400000e+01;[[176.000000, -66.000000], [180.000000,-66.000000], [180.000000,-62.000000], [176.000000, -62.000000]]
1987;1.780000e+02;-6.000000e+01;[[176.000000, -62.000000], [180.000000,-62.000000], [180.000000,-58.000000], [176.000000, -58.000000]]
1988;1.780000e+02;-5.600000e+01;[[176.000000, -58.000000], [180.000000,-58.000000], [180.000000,-54.000000], [176.000000, -54.000000]]
1989;1.780000e+02;-5.200000e+01;[[176.000000, -54.000000], [180.000000,-54.000000], [180.000000,-50.000000], [176.000000, -50.000000]]
1990;1.780000e+02;-4.800000e+01;[[176.000000, -50.000000], [180.000000,-50.000000], [180.000000,-46.000000], [176.000000, -46.000000]]
